model,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,isConv,finTol,NSE,R2_test,id,seed
step,0.808204168707164,0.8037438005375632,36.7946274818715,181.19673936680675,5.923862418921886e-104,7,-1548.4530346157876,3114.906069231575,3148.506140723655,407507.2280704378,301,309,NA,NA,0.827768736441841,0.8306061863436124,25_s1_m1_r3_Korhogo_-5.625_9.375,1
nls,NA,NA,48.526143278240404,NA,NA,NA,-1637.0184875002185,3280.036975000437,3291.23699883113,722919.4805083171,307,309,TRUE,6.601984640785064e-6,0.731062537301991,0.7394401854462139,25_s1_m1_r3_Korhogo_-5.625_9.375,1
lm,0.6588769039428473,0.6577510851439787,48.59958074218581,585.2424072195757,9.699727643595577e-73,1,-1616.2755053053727,3238.5510106107454,3249.7119459405676,715661.53223982,303,305,NA,NA,0.6707866196184447,0.6858944444577271,26_s2_m1_r3_Korhogo_-5.625_9.375,1
poly,0.6662637371026426,0.66405356317617,48.150023384948916,301.4530798334042,1.0812177688541715e-72,2,-1612.9369221378472,3233.8738442756944,3248.755091382124,700164.2750952805,302,305,NA,NA,0.6633949651288086,0.6784420121604533,26_s2_m1_r3_Korhogo_-5.625_9.375,1
step,0.779995848433083,0.7748105653995193,39.42171265629548,150.42493213663857,1.0085900316458177e-93,7,-1549.3894657462213,3116.7789314924426,3150.261737481909,461559.21434039174,297,305,NA,NA,0.7660046812740531,0.7709109225165031,26_s2_m1_r3_Korhogo_-5.625_9.375,1
nls,NA,NA,51.28823393099962,NA,NA,NA,-1632.6986767139601,3271.3973534279203,3282.5582887577425,797036.3307475649,303,305,TRUE,2.6492747211183926e-6,0.5944206941839085,0.6063826746770236,26_s2_m1_r3_Korhogo_-5.625_9.375,1
lm,0.7370603563839296,0.7361925687812363,42.668266143367326,849.3557111168203,6.835920259862795e-90,1,-1576.576875531603,3159.153751063206,3170.3146863930283,551636.0235114116,303,305,NA,NA,0.775983277276763,0.7821400447116006,27_s3_m1_r3_Korhogo_-5.625_9.375,1
poly,0.7370729378052008,0.7353316989827187,42.73782806589631,423.30375838652185,2.4838686130158145e-88,2,-1576.5695783716083,3161.1391567432165,3176.0204038496463,551609.6282326145,302,305,NA,NA,0.776062079062666,0.782308953924856,27_s3_m1_r3_Korhogo_-5.625_9.375,1
step,0.8059290127285634,0.8006838509104165,37.0879412796516,153.6518873336286,1.228208022150605e-100,8,-1530.2625480642191,3080.5250961284382,3117.7282138945125,407152.5549554141,296,305,NA,NA,0.8014724467661862,0.8047212567881065,27_s3_m1_r3_Korhogo_-5.625_9.375,1
nls,NA,NA,46.120745559539984,NA,NA,NA,-1600.3081321140592,3206.6162642281183,3217.7771995579405,644518.3208032516,303,305,TRUE,2.4327716629975377e-6,0.7207979233924623,0.7391231484173963,27_s3_m1_r3_Korhogo_-5.625_9.375,1
lm,0.749158942316245,0.7483418704671123,82.54217789571057,916.8825766196805,3.372481467157905e-94,1,-1801.1613641467457,3608.3227282934913,3619.5227521241845,2091655.817452509,307,309,NA,NA,0.7440348909105354,0.7501771325739116,28_s1_m1_r3_Labe_-12.375_11.375,1
poly,0.7624631940696488,0.7609106659263132,80.45453751474932,491.1107069733924,3.067818017715731e-96,2,-1792.741590249737,3593.483180499474,3608.416545607065,1980717.377653935,306,309,NA,NA,0.7681635958352642,0.775353551695863,28_s1_m1_r3_Labe_-12.375_11.375,1
step,0.8316489458706122,0.8283042229408892,68.1789405428451,248.64509358313353,1.1618062622357634e-113,6,-1739.5516934520995,3495.103386904199,3524.970117119381,1403807.1159305316,302,309,NA,NA,0.8374228914997512,0.8439575371912249,28_s1_m1_r3_Labe_-12.375_11.375,1
nls,NA,NA,87.80783123252506,NA,NA,NA,-1820.2703198944175,3646.540639788835,3657.7406636195283,2367036.0743081984,307,309,TRUE,6.750161551936483e-6,0.7308824210924761,0.7545756702536616,28_s1_m1_r3_Labe_-12.375_11.375,1
lm,0.5719723117737926,0.5705596791393828,108.37292047026638,404.8981298047901,8.894081036743717e-58,1,-1860.874324759453,3727.748649518906,3738.909584848728,3558641.0370501685,303,305,NA,NA,0.5836390368664672,0.5930024589024899,29_s2_m1_r3_Labe_-12.375_11.375,1
poly,0.6018355748641117,0.599198724366523,104.69692231034811,228.24030995101006,4.06846534265517e-61,2,-1849.8450920934429,3707.6901841868857,3722.5714312933155,3310356.553460239,302,305,NA,NA,0.6064908007709786,0.616424324391202,29_s2_m1_r3_Labe_-12.375_11.375,1
step,0.7517594833208304,0.7450502801673393,83.5019537829024,112.04899689610075,6.643319710245943e-85,8,-1777.7938826843279,3575.5877653686557,3612.79088313473,2063882.5805263428,296,305,NA,NA,0.7464772028000408,0.7569360329945041,29_s2_m1_r3_Labe_-12.375_11.375,1
nls,NA,NA,108.89878241133434,NA,NA,NA,-1862.3507085045512,3730.7014170091024,3741.8623523389247,3593260.2776333555,303,305,TRUE,7.64297534736561e-6,0.5675134355257099,0.5832168485288236,29_s2_m1_r3_Labe_-12.375_11.375,1
lm,0.8339254668669772,0.8333773660975613,67.50506587195086,1521.482021920256,3.76638128849202e-120,1,-1716.494766265221,3438.989532530442,3450.150467860264,1380750.9772680565,303,305,NA,NA,0.8355925395153285,0.8365777398163543,30_s3_m1_r3_Labe_-12.375_11.375,1
poly,0.8455160730162278,0.8444930006520969,65.21452545229609,826.44796464076,3.3218376512348094e-123,2,-1705.4619061193669,3418.9238122387337,3433.8050593451635,1284386.1676503886,302,305,NA,NA,0.8533621618481974,0.8537759512767891,30_s3_m1_r3_Labe_-12.375_11.375,1
step,0.8530750636458844,0.8511160644944962,63.81066752225216,435.46474384196074,1.495498406379189e-123,4,-1697.8112496495792,3407.6224992991583,3429.944369958803,1221540.3868906219,300,305,NA,NA,0.8357959798819548,0.8368946963194178,30_s3_m1_r3_Labe_-12.375_11.375,1
nls,NA,NA,74.71380616179285,NA,NA,NA,-1747.4407529688167,3500.8815059376334,3512.0424412674556,1691392.3078481327,303,305,TRUE,9.229493094952882e-6,0.8119291828014292,0.8183209752912377,30_s3_m1_r3_Labe_-12.375_11.375,1
lm,0.7669098860687197,0.7661506348832758,73.62525065526759,1010.0871763806756,4.267077400223321e-99,1,-1765.8360628353587,3537.6721256707174,3548.8721495014106,1664148.002953651,307,309,NA,NA,0.7903486527970819,0.7910498241390768,31_s1_m1_r3_Mamou_-12.125_10.375,1
poly,0.7688666862689708,0.7673560110158268,73.43525489460825,508.95563733424734,4.687804618498669e-98,2,-1764.5335545881746,3537.0671091763493,3552.00047428394,1650177.418399442,306,309,NA,NA,0.7961894141374016,0.7967841273958443,31_s1_m1_r3_Mamou_-12.125_10.375,1
step,0.8215227022093318,0.8173720673769906,65.064229352092525,197.92700042127308,1.2194162859107209e-108,7,-1724.5901674805343,3467.1803349610686,3500.7804064531483,1274239.5362956915,301,309,NA,NA,0.8424797036418485,0.8435355535903237,31_s1_m1_r3_Mamou_-12.125_10.375,1
nls,NA,NA,83.00534833425164,NA,NA,NA,-1802.8904149179007,3611.7808298358013,3622.9808536664946,2115195.5705917687,307,309,TRUE,6.444918997410969e-6,0.7546745833709304,0.7700341218392961,31_s1_m1_r3_Mamou_-12.125_10.375,1
lm,0.5347955022972782,0.5332652243443088,104.28997896459121,349.4760551568532,1.891036037634031e-52,1,-1855.2275440772569,3716.4550881545138,3727.625843460371,3306425.5125802034,304,306,NA,NA,0.5864917529644877,0.5881741444397898,32_s2_m1_r3_Mamou_-12.125_10.375,1
poly,0.5380892046894089,0.5350402885487449,104.09147462657421,176.48540657212973,1.5154932510910716e-51,2,-1854.1404331431434,3716.2808662862867,3731.1752066940962,3283015.632250227,303,306,NA,NA,0.5966775821782997,0.5975051640375884,32_s2_m1_r3_Mamou_-12.125_10.375,1
step,0.76780797502541,0.7623537999421143,74.41713340358892,140.7743541964653,1.4145741366591577e-90,7,-1748.9059521181664,3515.811904236333,3549.324170153904,1650297.10371425,298,306,NA,NA,0.790730307646786,0.790995470921727,32_s2_m1_r3_Mamou_-12.125_10.375,1
nls,NA,NA,108.81057854281956,NA,NA,NA,-1868.2121279155353,3742.4242558310707,3753.595011136928,3599281.568858224,304,306,TRUE,3.346392874026634e-6,0.5617586495073903,0.5673291201100409,32_s2_m1_r3_Mamou_-12.125_10.375,1
lm,0.7996247148232459,0.7989655855956908,68.4451538643499,1213.1531745136979,3.87846085403168e-108,1,-1726.357930696777,3458.715861393554,3469.886616699411,1424160.682604418,304,306,NA,NA,0.8152500148518983,0.8153672566807946,33_s3_m1_r3_Mamou_-12.125_10.375,1
poly,0.8006615854277479,0.7993458203150597,68.38039494839472,608.5140711718534,7.727454733557804e-107,2,-1725.5641547595374,3459.1283095190747,3474.0226499268842,1416791.1592294297,303,306,NA,NA,0.8152632942445492,0.8153744120083949,33_s3_m1_r3_Mamou_-12.125_10.375,1
step,0.8281599434931783,0.8252959425513979,63.80562913565649,289.1618963569075,1.961700092062077e-112,5,-1702.8528629163718,3419.7057258327436,3445.7708215464104,1221347.4928190808,300,306,NA,NA,0.8150941224252527,0.8154721938754443,33_s3_m1_r3_Mamou_-12.125_10.375,1
nls,NA,NA,80.98669216887512,NA,NA,NA,-1777.8430720478214,3561.6861440956427,3572.8568994015,1993888.6697706664,304,306,TRUE,5.937832878812813e-6,0.7280895103564562,0.7326511754945867,33_s3_m1_r3_Mamou_-12.125_10.375,1
lm,0.5313560849150673,0.5298394379406823,31.153900097495058,350.3492202795371,8.668307928022961e-53,1,-1509.7968207436409,3025.5936414872817,3036.8130202238194,299904.73680697306,309,311,NA,NA,0.5010594305985905,0.5064390423813887,34_s1_m1_r3_Matam_-13.875_16.125,1
poly,0.6992599268615851,0.6973070692438033,24.997148120510023,358.0701022411532,4.379861276135228e-81,2,-1440.81750436463,2889.63500872926,2904.594180377977,192456.08356088508,308,311,NA,NA,0.6728604539730161,0.6739550996593289,34_s1_m1_r3_Matam_-13.875_16.125,1
step,0.6069057938367882,0.6017673074817136,28.671986237336217,118.10983855925211,8.520225711175635e-61,4,-1482.4608624976897,2976.9217249953795,2999.360482468455,251557.3352069632,306,311,NA,NA,0.6174911080804639,0.6186626812906488,34_s1_m1_r3_Matam_-13.875_16.125,1
nls,NA,NA,24.996255224273206,NA,NA,NA,-1441.310447574994,2888.620895149988,2899.8402738865257,193067.14754823473,309,311,TRUE,8.393505990863501e-6,0.674066085696674,0.686337528924359,34_s1_m1_r3_Matam_-13.875_16.125,1
lm,0.42185253853731475,0.4199507376772401,34.792625044801234,221.8174086432805,4.737099994829614e-38,1,-1519.3099736154159,3044.6199472308317,3055.790702536689,368000.13428247155,304,306,NA,NA,0.2780558579174951,0.28757753112915646,35_s2_m1_r3_Matam_-13.875_16.125,1
poly,0.5460733165664576,0.543077100834223,30.879923745341294,182.25433859503548,1.0797805509574987e-52,2,-1482.3003040695235,2972.600608139047,2987.4949485468564,288931.6162269822,303,306,NA,NA,0.32695579631476723,0.3356328579720883,35_s2_m1_r3_Matam_-13.875_16.125,1
step,0.5857278582131238,0.5745690126431069,29.79677881839913,52.49000486098117,1.7007305111898496e-52,8,-1468.3141778626502,2956.6283557253005,2993.8642067448245,263690.8643019219,297,306,NA,NA,0.5386517320153703,0.5399715636249011,35_s2_m1_r3_Matam_-13.875_16.125,1
nls,NA,NA,31.205891863003025,NA,NA,NA,-1486.0176260145654,2978.035252029131,2989.206007334988,296037.5368374933,304,306,TRUE,2.497721207152448e-6,0.3163366939164175,0.31922522335203374,35_s2_m1_r3_Matam_-13.875_16.125,1
lm,0.5329305804563322,0.5313941678920437,31.272212032662047,346.866846082562,3.4797942204668815e-52,1,-1486.6672609513676,2979.334521902735,2990.5052772085924,297297.17860639497,304,306,NA,NA,0.40751371613791787,0.4183926717115331,36_s3_m1_r3_Matam_-13.875_16.125,1
poly,0.6374552204407955,0.6350621855922198,27.59714724316105,266.37941391460475,1.7510190489462405e-67,2,-1447.9077862323986,2903.8155724647972,2918.7099128726068,230765.5683960956,303,306,NA,NA,0.46654365705464174,0.4740803387767693,36_s3_m1_r3_Matam_-13.875_16.125,1
step,0.631932144627963,0.6232862554078145,28.03886892017355,73.09047439045345,5.665108680626747e-61,7,-1450.221041318025,2918.44208263605,2951.9543485536215,234281.0947561569,298,306,NA,NA,0.5010107759000071,0.5033130230262539,36_s3_m1_r3_Matam_-13.875_16.125,1
nls,NA,NA,52.67173538462766,NA,NA,NA,-1646.2000771267813,3298.4001542535625,3309.5709095594198,843390.7593621841,304,306,TRUE,9.133743533354568e-8,-0.3695017359859205,0.005134204772376113,36_s3_m1_r3_Matam_-13.875_16.125,1
lm,0.5173201161818276,0.5157529737018984,27.203226169378436,330.1040733738656,1.2096276758117937e-50,1,-1462.901733930475,2931.80346786095,2943.0131847533876,227924.77831888557,308,310,NA,NA,0.4096605329610685,0.4138124541335987,37_s1_m1_r3_Nema_-7.375_16.625,1
poly,0.6779002937075675,0.6758019242854669,22.258307987615353,323.0605090637315,2.9958183176529293e-76,2,-1400.2053928624994,2808.4107857249987,2823.3570749149153,152097.70826276322,307,310,NA,NA,0.45794803971457865,0.46959409890533416,37_s1_m1_r3_Nema_-7.375_16.625,1
step,0.6110699990962635,0.6033684149199519,24.61957654560702,79.3434162513968,3.2335457854392653e-59,6,-1429.4288195476934,2874.8576390953867,2904.7502174752203,183655.43543335597,303,310,NA,NA,0.5492321120331201,0.550314163500063,37_s1_m1_r3_Nema_-7.375_16.625,1
nls,NA,NA,22.163718703660233,NA,NA,NA,-1399.3892699396456,2804.778539879291,2815.9882567717286,151298.97144669338,308,310,TRUE,3.0276907405105797e-6,0.44906722191120607,0.45195122777665125,37_s1_m1_r3_Nema_-7.375_16.625,1
lm,0.415792668840306,0.4138709341983332,30.070518233354743,216.36320632358021,2.3276634810724585e-37,1,-1474.676749588735,2955.35349917747,2966.5242544833272,274887.76431404613,304,306,NA,NA,0.4352478455171941,0.4397043404457408,38_s2_m1_r3_Nema_-7.375_16.625,1
poly,0.5632290359693869,0.5603460593091187,26.043525174219223,195.3637168595791,3.1509719494374132e-55,2,-1430.177159965639,2868.354319931278,2883.2486603390876,205514.3566605577,303,306,NA,NA,0.551160999057277,0.5599057775497506,38_s2_m1_r3_Nema_-7.375_16.625,1
step,0.5560321553739546,0.5456033805001884,26.476576539955605,53.317111751320546,5.597176886365999e-49,7,-1432.677668014819,2883.355336029638,2916.867601947209,208900.71337228603,298,306,NA,NA,0.4942086921519899,0.49432676497783284,38_s2_m1_r3_Nema_-7.375_16.625,1
nls,NA,NA,25.84352593890789,NA,NA,NA,-1428.322306316071,2862.644612632142,2873.8153679379993,203037.90121832152,304,306,TRUE,5.055634003097933e-6,0.5161473916757778,0.5183268181233388,38_s2_m1_r3_Nema_-7.375_16.625,1
lm,0.5423210103509428,0.5408154873586761,26.615700414804813,360.22100833840676,1.574332984154165e-53,1,-1437.3313014205783,2880.6626028411565,2891.8333581470138,215352.2346054749,304,306,NA,NA,0.5406530687378472,0.5413481726955368,39_s3_m1_r3_Nema_-7.375_16.625,1
poly,0.7010839824063658,0.6991109393859458,21.545048835245144,355.3313207824109,3.513192284117288e-80,2,-1372.1524773495576,2752.304954699115,2767.1992951069246,140649.30618186874,303,306,NA,NA,0.6850817092894446,0.6893039497631996,39_s3_m1_r3_Nema_-7.375_16.625,1
step,0.6311550407065192,0.6224908973674106,24.132815774437972,72.84679119487583,7.733297766812203e-61,7,-1404.315178790245,2826.63035758049,2860.1426234980613,173553.05356648276,298,306,NA,NA,0.5850827924218525,0.5858102006295386,39_s3_m1_r3_Nema_-7.375_16.625,1
nls,NA,NA,21.34886775960391,NA,NA,NA,-1369.85751289205,2745.7150257841,2756.885781089957,138555.34300358477,304,306,TRUE,4.2301815817057925e-6,0.6744907326443341,0.6810428197625502,39_s3_m1_r3_Nema_-7.375_16.625,1
lm,0.616317957970489,0.6150722370548087,44.513131433474555,494.7480211761125,4.933427527292654e-66,1,-1615.5608180958861,3237.1216361917723,3248.3313530842097,610277.0119642444,308,310,NA,NA,0.5704590004454186,0.5781804580844819,40_s1_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
poly,0.732311974991067,0.7305680790626701,37.24114740520537,419.92871424628567,1.3837028292133995e-88,2,-1559.7620615994751,3127.5241231989503,3142.470412388867,425779.239437264,307,310,NA,NA,0.7160045537077447,0.7172327122041596,40_s1_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
step,0.7093638984105487,0.7036087280820447,39.0599096781713,123.2568035210423,2.9503816803349283e-78,6,-1572.510774086432,3161.021548172864,3190.914126552698,462279.9928522707,303,310,NA,NA,0.6477313263067491,0.6622279210504673,40_s1_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
nls,NA,NA,38.13379767363577,NA,NA,NA,-1567.6090053025641,3141.2180106051283,3152.4277274975657,447889.44970424694,308,310,TRUE,5.921483334115051e-6,0.7067890448597929,0.7179982130879732,40_s1_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
lm,0.5028279499603783,0.5011925155852479,50.91523451024657,307.4583472175738,4.7540465839066093e-48,1,-1635.8215364251491,3277.6430728502983,3288.8138281561555,788077.7759909545,304,306,NA,NA,0.5222836321919517,0.5228997211237972,41_s2_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
poly,0.6454286693558208,0.6430882645330869,43.06869194122311,275.7765080153472,6.026955796558358e-69,2,-1584.1034661953918,3176.2069323907835,3191.101272798593,562038.4043349768,303,306,NA,NA,0.6139037612294558,0.6169067825298965,41_s2_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
step,0.6503128974911813,0.6408937162788224,43.20089756775605,69.0413405188464,2.7222204264034426e-63,8,-1581.981237050807,3183.962474101614,3221.1983251211377,554296.312545946,297,306,NA,NA,0.6093032778908299,0.6167459523789519,41_s2_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
nls,NA,NA,43.54279133361749,NA,NA,NA,-1587.9576228740964,3181.915245748193,3193.08600105405,576376.301845378,304,306,TRUE,8.873444866060413e-6,0.5617221703114279,0.5617828856118718,41_s2_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
lm,0.6691627816358724,0.6680745013123062,41.53379126881065,614.8808970864035,5.346433316625398e-75,1,-1573.503155944696,3153.006311889392,3164.177067195249,524416.9684169841,304,306,NA,NA,0.6471636850226771,0.6526680210571998,42_s3_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
poly,0.8072267489328071,0.8059543182326936,31.756545908916614,634.3974165829328,4.837109402610058e-109,2,-1490.8660453859648,2989.7320907719295,3004.626431179739,305568.8970437339,303,306,NA,NA,0.7673800754815141,0.7705215236544762,42_s3_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
step,0.73116661621386,0.7257719663719977,37.75175905738343,135.53550974523432,3.124726255236635e-82,6,-1541.7503513704214,3099.500702740843,3129.289383556462,426133.3982660928,299,306,NA,NA,0.7142131829819276,0.7167994994626701,42_s3_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
nls,NA,NA,86.18873824748756,NA,NA,NA,-1796.8930027173078,3599.7860054346156,3610.956760740473,2258263.574610953,304,306,TRUE,8.138627378422463e-8,-0.48334009172508674,0.003906802466349097,42_s3_m1_r3_Nioro-Du-Sahel_-9.625_15.125,1
lm,0.7179985940757868,0.7170830050955134,63.61308619308842,784.1931363802274,1.1678793967378778e-86,1,-1726.241659694561,3458.483319389122,3469.693036281559,1246360.4183828633,308,310,NA,NA,0.6734736443446543,0.6811766909628187,43_s1_m1_r3_Odienne_-7.625_9.625,1
poly,0.7302439671166451,0.7284865988242454,62.31786739203182,415.53268616192486,4.5089352589261865e-88,2,-1719.3605760756586,3446.7211521513173,3461.667441341234,1192239.595061295,307,310,NA,NA,0.7132602778653009,0.7178943805572199,43_s1_m1_r3_Odienne_-7.625_9.625,1
step,0.8254382502273763,0.8213921169545009,50.54372657823364,204.0066884996051,1.8445961192138503e-110,7,-1651.8984655617357,3321.7969311234715,3355.4260818007842,771509.825517403,302,310,NA,NA,0.7968471692897027,0.7979410715991707,43_s1_m1_r3_Odienne_-7.625_9.625,1
nls,NA,NA,64.95183764739414,NA,NA,NA,-1732.6979766984996,3471.395953396999,3482.6056702894366,1299372.2938422216,308,310,TRUE,3.481789854155006e-6,0.7168426114897515,0.7274377927578753,43_s1_m1_r3_Odienne_-7.625_9.625,1
lm,0.663567889462899,0.6624612048887638,69.36499936335719,599.5998362780404,6.869065971797977e-74,1,-1730.4429258335542,3466.8858516671085,3478.0566069729657,1462696.9535502768,304,306,NA,NA,0.6524697420673904,0.6590530933574582,44_s2_m1_r3_Odienne_-7.625_9.625,1
poly,0.685573015218648,0.6834975895765268,67.16871650756535,330.3288738969109,7.486026681127592e-77,2,-1720.0933187635046,3448.186637527009,3463.0809779348187,1367025.8526139255,303,306,NA,NA,0.670675079552768,0.676978480444067,44_s2_m1_r3_Odienne_-7.625_9.625,1
step,0.7718286362202291,0.7656826062194272,57.79374040089761,125.58165777250103,1.3223900613844335e-90,8,-1671.0331123076578,3362.0662246153156,3399.3020756348396,992014.5795693244,297,306,NA,NA,0.7514413758375023,0.7530992720909476,44_s2_m1_r3_Odienne_-7.625_9.625,1
nls,NA,NA,71.15477215583164,NA,NA,NA,-1738.238271455806,3482.476542911612,3493.647298217469,1539152.4865666872,304,306,TRUE,5.176739208472718e-6,0.6288910003074044,0.6326879145099786,44_s2_m1_r3_Odienne_-7.625_9.625,1
